DOID,Old,New
 DOID:0050893,"['is_a: DOID:657 ! adenoma', 'def: ""A biliary tract neoplasm that has_material_basis_in epithelial tissue of glandular origin located_in the gallbladder."" [url:http\\://en.wikipedia.org/wiki/Adenoma]']","['def: ""A biliary tract benign neoplasm that has_material_basis_in epithelial tissue of glandular origin located_in the gallbladder."" [url:http\\://en.wikipedia.org/wiki/Adenoma]']"
 DOID:11650,['name: bronchopulmonary dysplasia'],['name: obsolete bronchopulmonary dysplasia']
 DOID:0050009,['name: intestinal strongyloidiasis'],['name: obsolete intestinal strongyloidiasis']
 DOID:0050998, ,"['def: ""A cerebellar ataxia that is characterized by early onset of nonprogressive cerebellar ataxia, developmental delay, intellectual impairment and cerebellar atrophy, and has_material_basis_in autosomal dominant inheritance of mutation in the CAMTA1 gene."" [url:https\\://www.omim.org/entry/614756]']"
 DOID:0050347,['name: primary Mycobacteriaceae infectious disease'],['name: obsolete primary Mycobacteriaceae infectious disease']
 DOID:4900,['name: mixed cell adenocarcinoma'],['name: obsolete mixed cell adenocarcinoma']
 DOID:2590,"['synonym: ""Congenital Nephrotic syndrome"" EXACT [NCI2004_11_17:C35337]', 'xref: NCI2004_11_17:C35337']", 
 DOID:11954,['name: psychosexual dysfunction with inhibited sexual excitement'],['name: obsolete psychosexual dysfunction with inhibited sexual excitement']
 DOID:9729,['name: crystalline deposits in vitreous'],['name: obsolete crystalline deposits in vitreous']
 DOID:0050973, ,"['def: ""An autosomal dominnant cerebellar ataxia that is characterized by slowly progressive ataxia, dysarthria, slow saccades and hyperreflexia, has_material_basis_in mutation in the PDYN gene."" [url:https\\://rarediseases.info.nih.gov/diseases/9950/spinocerebellar-ataxia-23]']"
 DOID:0050708,"['def: ""A childhood electroclinical syndrome characterized by the occurrence of typical absence seizures starting between the age of four and ten years."" [JA:Epilepsy Genetics Kiel, url:http\\://www.ilae-epilepsy.org]']","['def: ""A childhood electroclinical syndrome characterized by the occurrence of typical absence seizures starting between the age of four and ten years."" [url:http\\://www.ilae-epilepsy.org]', 'comment: JA:Epilepsy Genetics Kiel']"
 DOID:10875,['name: premature labor'],['name: obsolete premature labor']
 DOID:3295,['name: fowlpox'],['name: obsolete fowlpox']
 DOID:0050249,['name: Brugia timori filariasis'],['name: obsolete Brugia timori filariasis']
 DOID:10040,"['is_a: DOID:3093 ! nervous system cancer', 'is_a: DOID:530 ! eyelid disease']", 
 DOID:2329,['name: Rotavirus gastroenteritis'],['name: obsolete Rotavirus gastroenteritis']
 DOID:0060293, ,"['def: ""A chondrodysplasia punctata that is characterized by abnormal facies and stippling of the limbs, associated with vitamin K-related teratogenicity, has_material_basis_in autosomal dominant inheritance."" [url:https\\://www.omim.org/entry/118650]']"
 DOID:8467,['name: Retinoschisis and retinal cysts'],['name: obsolete Retinoschisis and retinal cysts']
 DOID:8269,['name: adenocarcinoma in adenomatous polyposis coli'],['name: obsolete adenocarcinoma in adenomatous polyposis coli']
 DOID:12922,['name: acute undifferentiated schizophrenia'],['name: obsolete acute undifferentiated schizophrenia']
 DOID:8026,['name: intestinal adenocarcinoma of the stomach'],['name: obsolete intestinal adenocarcinoma of the stomach']
 DOID:10296,['name: monocular esotropia with V pattern'],['name: obsolete monocular esotropia with V pattern']
 DOID:2323,['name: prostate non-neoplastic disease'],['name: obsolete prostate non-neoplastic disease']
 DOID:0080095, ,['is_a: DOID:0050736 ! autosomal dominant disease']
 DOID:14419,['name: Mansonella ozzardi infectious disease'],['name: obsolete Mansonella ozzardi infectious disease']
 DOID:6609,['name: basaloid squamous cell carcinoma of the head and neck'],['name: obsolete basaloid squamous cell carcinoma of the head and neck']
 DOID:9093,"[""name: Hodgkin's paragranuloma involving intra-abdominal lymph nodes""]","[""name: obsolete Hodgkin's paragranuloma involving intra-abdominal lymph nodes""]"
 DOID:13305,['name: anterior nasal diphtheria'],['name: obsolete anterior nasal diphtheria']
 DOID:5707,['name: liposarcoma nonmetastatic'],['name: obsolete liposarcoma nonmetastatic']
 DOID:9206,"['synonym: ""CLE"" EXACT [NCI2004_11_17:C2891]']", 
 DOID:9357,['name: hyperemesis gravidarum'],['name: obsolete hyperemesis gravidarum']
 DOID:0050235,['name: Alveolata infectious disease'],['name: obsolete Alveolata infectious disease']
 DOID:2991,['name: stromal neoplasm'],['name: obsolete stromal neoplasm']
 DOID:3256,['name: embryonal childhood rhabdomyosarcoma'],['name: obsolete embryonal childhood rhabdomyosarcoma']
 DOID:7012,['name: anaplastic thyroid carcinoma'],['name: obsolete anaplastic thyroid carcinoma']
 DOID:0050373,['name: Leptospiraceae infectious disease'],['name: obsolete Leptospiraceae infectious disease']
 DOID:9836,['name: refraction or accommodation disorder'],['name: obsolete refraction or accommodation disorder']
 DOID:4144,['name: herpes zoster dermatitis'],['name: obsolete herpes zoster dermatitis']
 DOID:5239,['name: glomus tumor of uncertain malignant potential'],['name: obsolete glomus tumor of uncertain malignant potential']
 DOID:11118,['name: syphilitic retrobulbar neuritis'],['name: obsolete syphilitic retrobulbar neuritis']
 DOID:4106,['name: commensal Bacteroidaceae infectious disease'],['name: obsolete commensal Bacteroidaceae infectious disease']
 DOID:5573,['name: classical swine fever'],['name: obsolete classical swine fever']
 DOID:13145, ,"['def: ""A benign secondary hypertension that is characterized by chronic elevated blood pressure in the arteries supplying blood to the kidneys and has_material_basis_in renal artery stenosis."" [url:https\\://medlineplus.gov/ency/article/000204.htm]']"
 DOID:10818,['name: leptospiral meningitis'],['name: obsolete leptospiral meningitis']
 DOID:10049,['name: desmoplastic melanoma'],['name: obsolete desmoplastic melanoma']
 DOID:11341,['name: fungal lung infectious disease'],['name: obsolete fungal lung infectious disease']
 DOID:1382, ,"['def: ""A sweat gland disease that is characterized by a collection of superficial, less than 1 mm sized vesicles, pustules, or papules, has_symptom bumpy skin, erythema, and/or pruritis, or no symptoms, and develops_from obstruction of the sweat gland ducts, often by heat, humidity, or sweat."" [url:http\\://www.pathologyoutlines.com/topic/skinnontumormiliaria.html]']"
 DOID:11163,['name: apnea of prematurity'],['name: obsolete apnea of prematurity']
 DOID:4754,['name: Dictyocaulus infectious disease'],['name: obsolete Dictyocaulus infectious disease']
 DOID:10551,['name: cerebral toxoplasmosis'],['name: obsolete cerebral toxoplasmosis']
 DOID:9158,"[""name: Sezary's disease involving intra-abdominal lymph nodes""]","[""name: obsolete Sezary's disease involving intra-abdominal lymph nodes""]"
 DOID:11020,['name: chronic glomerulonephritis with lesion of proliferative glomerulonephritis'],['name: obsolete chronic glomerulonephritis with lesion of proliferative glomerulonephritis']
 DOID:6663,['name: papillotubular adenocarcinoma'],['name: obsolete papillotubular adenocarcinoma']
 DOID:4076,['name: pleomorphic adenoma of the breast'],['name: obsolete pleomorphic adenoma of the breast']
 DOID:1228,['name: paranoid type schizophrenia in remission'],['name: obsolete paranoid type schizophrenia in remission']
 DOID:536,['name: persistent disorder of initiating or maintaining sleep'],['name: obsolete persistent disorder of initiating or maintaining sleep']
 DOID:0070262, ,['is_a: DOID:0050737 ! autosomal recessive disease']
 DOID:14326,['name: avian malaria'],['name: obsolete avian malaria']
 DOID:8444,['name: nerve root and plexus disorder'],['name: obsolete nerve root and plexus disorder']
 DOID:13165,['name: Aspergillus pneumonia'],['name: obsolete Aspergillus pneumonia']
 DOID:9647,['name: obstructed labor'],['name: obsolete obstructed labor']
 DOID:13693,['name: disorder of ureter'],['name: obsolete disorder of ureter']
 DOID:3461,['name: breast hamartoma'],['name: obsolete breast hamartoma']
 DOID:8289,['name: breast adenolipoma'],['name: obsolete breast adenolipoma']
 DOID:8978,"[""name: Hodgkin's lymphoma, nodular sclerosis, involving lymph nodes of inguinal region and lower limb""]","[""name: obsolete Hodgkin's lymphoma, nodular sclerosis, involving lymph nodes of inguinal region and lower limb""]"
 DOID:3323,['is_a: DOID:3321 ! gangliosidosis GM2'],"['is_a: DOID:3321 ! GM2 gangliosidosis', 'def: ""A GM2 gangliosidosis that is characterized by an accumulation of GM2 gangliosides, particularly in neurons, and that has_material_basis_in mutation in the beta subunit of hexosaminidase (HEXB) on chromosome 5q13."" [url:https\\://ghr.nlm.nih.gov/condition/sandhoff-disease]']"
 DOID:0050263,['name: Pseudocoelomata infectious disease'],['name: obsolete Pseudocoelomata infectious disease']
 DOID:0070276,"['synonym: ""HNPCC4"" EXACT []']","['synonym: ""HNPCC7"" EXACT []']"
 DOID:3404,['name: benign monoclonal gammopathy'],['name: obsolete benign monoclonal gammopathy']
 DOID:8626,"[""name: Sezary's disease involving spleen""]","[""name: obsolete Sezary's disease involving spleen""]"
 DOID:0050660, ,"['def: ""An autosomal dominant disease that is characterized by cutis gyrata, acanthosis nigricans and craniosynostosis, has_material_basis_in heterozygous mutation in the FGFR2 gene on chromosome 10q26."" [url:https\\://rarediseases.info.nih.gov/diseases/332/beare-stevenson-cutis-gyrata-syndrome]']"
 DOID:6385,['name: recurrent childhood brainstem astrocytoma'],['name: obsolete recurrent childhood brainstem astrocytoma']
 DOID:3810,['name: chondrogenic neoplasm'],['name: obsolete chondrogenic neoplasm']
 DOID:8977,"['name: malignant histiocytosis involving lymph nodes of head, face, and neck']","['name: obsolete malignant histiocytosis involving lymph nodes of head, face, and neck']"
 DOID:2124,['name: intracranial neoplasm'],['name: obsolete intracranial neoplasm']
 DOID:0050643, ,"['def: ""A nail disease that is characterized by absence of fingernails and toenails, has_material_basis_in homozygous or compound heterozygous mutation in the R-spondin-4 gene on chromosome 20p13."" [url:https\\://ghr.nlm.nih.gov/condition/anonychia-congenita]']"
 DOID:2549,['name: aggravated epilepsy'],['name: obsolete aggravated epilepsy']
 DOID:12221,"['name: Synovial, tendon or bursa disorder']","['name: obsolete Synovial, tendon or bursa disorder']"
 DOID:5857,['name: secondary chondrosarcoma'],['name: obsolete secondary chondrosarcoma']
 DOID:0050551,['name: Verma-Naumoff syndrome'],['name: obsolete Verma-Naumoff syndrome']
 DOID:1667,['name: peripheral enthesopathy'],['name: obsolete peripheral enthesopathy']
 DOID:0050421,['name: primary streptococcal infectious disease'],['name: obsolete primary streptococcal infectious disease']
 DOID:0050954, ,"['def: ""An autosomal dominant cerebellar ataxia that is characterized by ataxia, dysarthria, dysphagia, dystonia and peripheral neuropathy that begins in early adulthood, has_material_basis_in the expanded (CAG)n trinucleotide repeat of ataxin-1 gene on chromosome 6p22."" [url:https\\://rarediseases.info.nih.gov/diseases/4071/spinocerebellar-ataxia-1]']"
 DOID:6807,['name: hamartoma Moniliformis'],['name: obsolete hamartoma Moniliformis']
 DOID:1528,['name: penile non-neoplastic disease'],['name: obsolete penile non-neoplastic disease']
 DOID:7419,['name: metaplastic meningioma'],['name: obsolete metaplastic meningioma']
 DOID:10048,['name: malignant junctional nevus melanoma'],['name: obsolete malignant junctional nevus melanoma']
 DOID:1209, ,"['def: ""An optic neuritis that is characterized by nutritional deficiency causing optic nerve dysfunction, has_symptom painless bilateral progressive decrease in visual acuity and color perception, and has_material_basis_in nuritional deficits, especially of folate and vitamin B, which can be associated with restrictive diets and alcohol abuse."" [url:https\\://www.ncbi.nlm.nih.gov/pubmed/25345287]']"
 DOID:8604,"[""name: Hodgkin's lymphoma, lymphocytic-histiocytic predominance involving intrapelvic lymph nodes""]","[""name: obsolete Hodgkin's lymphoma, lymphocytic-histiocytic predominance involving intrapelvic lymph nodes""]"
 DOID:10238,"['name: malignant neoplasm of rectum, rectosigmoid junction and anus']","['name: obsolete malignant neoplasm of rectum, rectosigmoid junction and anus']"
 DOID:12107,['name: primary retinal cyst'],['name: obsolete primary retinal cyst']
 DOID:2779,"['name: tumors of body of uterus complicating pregnancy, childbirth, or the puerperium']","['name: obsolete tumors of body of uterus complicating pregnancy, childbirth, or the puerperium']"
 DOID:0060066, ,"['def: ""A sideoblastic anemia that is characterized by the presence of microcytic hypochromic anemia and iron overload, and has_material_basis_in X-linked inheritance."" [url:https\\://rarediseases.info.nih.gov/diseases/9872/sideroblastic-anemia-pyridoxine-responsive-autosomal-recessive]']"
 DOID:4595,['name: adult meningioma'],['name: obsolete adult meningioma']
 DOID:0050771,"['synonym: ""An endocrine organ benign neoplasm that arises within the adrenal medulla, releasing epinephrines and norepinephrines hormones that cause either episodic or persistent high blood pressure."" EXACT [url:https\\://rarediseases.info.nih.gov/diseases/7385/pheochromocytoma, url:https\\://www.mayoclinic.org/diseases-conditions/pheochromocytoma/symptoms-causes/syc-20355367, url:https\\://www.omim.org/entry/171300]']","['def: ""An endocrine organ benign neoplasm that arises within the adrenal medulla, releasing epinephrines and norepinephrines hormones that cause either episodic or persistent high blood pressure."" [url:https\\://en.wikipedia.org/wiki/Pheochromocytoma, url:https\\://rarediseases.info.nih.gov/diseases/7385/pheochromocytoma, url:https\\://www.mayoclinic.org/diseases-conditions/pheochromocytoma/symptoms-causes/syc-20355367, url:https\\://www.omim.org/entry/171300]']"
 DOID:5991,['name: early onset breast ovarian cancer syndrome'],['name: obsolete early onset breast ovarian cancer syndrome']
 DOID:7170,['name: recurrent non-cutaneous melanoma'],['name: obsolete recurrent non-cutaneous melanoma']
 DOID:0060054, ,"['def: ""A neuropathy that affects the autonomic nervous system and is characterized by urinary incontinence, gastrointestinal dysmotility, orthostatic hypotension, apneas, sweat disturbances and impotence."" [url:https\\://en.wikipedia.org/wiki/Autonomic_neuropathy]']"
